Title,Pub_name,DOI,Year,Link
7.10 Oxidation Adjacent to Oxygen of Alcohols by Chromium Reagents,Comprehensive Organic Synthesis,10.1016/B978-0-08-097742-3.00711-4,2014-12-31,https://api.elsevier.com/content/article/doi/10.1016/B978-0-08-097742-3.00711-4?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Catalytic upgrading of renewable furfuryl alcohol to alkyl levulinates using AlCl<ce:inf loc=post>3</ce:inf> as a facile, efficient, and reusable catalyst",Fuel,10.1016/j.fuel.2015.07.086,2015-11-15,https://api.elsevier.com/content/article/doi/10.1016/j.fuel.2015.07.086?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Polyelectrolyte multilayer membranes for pervaporation separation of alcohol/water mixtures,Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/S0927-7757(01)01015-9,2002-02-18,https://api.elsevier.com/content/article/doi/10.1016/S0927-7757(01)01015-9?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Chapter 40: Relapse Risks in Patients With Alcohol Use Disorders,Neuroscience of Alcohol,10.1016/B978-0-12-813125-1.00040-4,2019-12-31,https://api.elsevier.com/content/article/doi/10.1016/B978-0-12-813125-1.00040-4?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Cyclodextrin-assisted low-metal Ni-Pd/Al<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> bimetallic catalysts for the direct amination of aliphatic alcohols,Journal of Catalysis,10.1016/j.jcat.2018.10.002,2018-12-31,https://api.elsevier.com/content/article/doi/10.1016/j.jcat.2018.10.002?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Structure evolution and performance of poly (vinyl alcohol) fibers with controllable cross-section fabricated using a combination of melt-spinning and stretching,Polymer Testing,10.1016/j.polymertesting.2022.107867,2023-01-31,https://api.elsevier.com/content/article/doi/10.1016/j.polymertesting.2022.107867?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Polyvinyl alcohol boric acid – A promising tool for the development of sustained release drug delivery systems,Materials Science and Engineering: C,10.1016/j.msec.2019.110316,2020-02-29,https://api.elsevier.com/content/article/doi/10.1016/j.msec.2019.110316?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Fabrication and characterization of 3D scaffolds made from blends of sodium alginate and poly(vinyl alcohol),Materials Today Communications,10.1016/j.mtcomm.2018.09.013,2019-06-30,https://api.elsevier.com/content/article/doi/10.1016/j.mtcomm.2018.09.013?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Solvent-free alcohol oxidation using paper-structured catalysts: Flow dynamics and reaction kinetics,Chemical Engineering Journal,10.1016/j.cej.2015.09.113,2016-02-01,https://api.elsevier.com/content/article/doi/10.1016/j.cej.2015.09.113?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
β-Fluoro-coniferyl alcohol does not inhibit lignin biosynthesis in suspension cultures of <ce:italic>Picea abies</ce:italic> (L.) Karst.,Phytochemistry,10.1016/S0031-9422(01)00251-5,2001-09-30,https://api.elsevier.com/content/article/doi/10.1016/S0031-9422(01)00251-5?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Development of small focused libraries of supported amino alcohols as an efficient strategy for the optimization of enantioselective heterogeneous catalysts for the ZnEt<ce:inf loc=post>2</ce:inf> addition to benzaldehyde,Tetrahedron,10.1016/S0040-4020(03)00071-1,2003-03-03,https://api.elsevier.com/content/article/doi/10.1016/S0040-4020(03)00071-1?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hippocampal hyperexcitability in fetal alcohol spectrum disorder: Pathological sharp waves and excitatory/inhibitory synaptic imbalance,Experimental Neurology,10.1016/j.expneurol.2016.03.013,2016-06-30,https://api.elsevier.com/content/article/doi/10.1016/j.expneurol.2016.03.013?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Construction of hierarchical functionalized black phosphorus with polydopamine: A novel strategy for enhancing flame retardancy and mechanical properties of polyvinyl alcohol,Chemical Engineering Journal,10.1016/j.cej.2020.126212,2020-12-15,https://api.elsevier.com/content/article/doi/10.1016/j.cej.2020.126212?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Volumetric properties for binary and ternary mixtures of allyl alcohol, 1,3-dichloro-2-propanol and 1-ethyl-3-methyl imidazolium ethyl sulfate [Emim][EtSO<ce:inf loc=post>4</ce:inf>] from <ce:italic>T</ce:italic><ce:hsp sp=0.25></ce:hsp>=<ce:hsp sp=0.25></ce:hsp>298.15 to 318.15<ce:hsp sp=0.25></ce:hsp>K at ambient pressure",Thermochimica Acta,10.1016/j.tca.2015.04.027,2015-07-10,https://api.elsevier.com/content/article/doi/10.1016/j.tca.2015.04.027?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
PTSD symptom presentation among people with alcohol and drug use disorders: Comparisons by substance of abuse,Addictive Behaviors,10.1016/j.addbeh.2017.08.019,2018-01-31,https://api.elsevier.com/content/article/doi/10.1016/j.addbeh.2017.08.019?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Alcohol dehydration by pervaporation using a carbon hollow fiber membrane derived from sulfonated poly(phenylene oxide),Journal of Membrane Science,10.1016/j.memsci.2012.09.017,2013-01-01,https://api.elsevier.com/content/article/doi/10.1016/j.memsci.2012.09.017?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Differential COMT expression and behavioral effects of COMT inhibition in male and female Wistar and alcohol preferring rats,Alcohol,10.1016/j.alcohol.2017.08.007,2018-03-31,https://api.elsevier.com/content/article/doi/10.1016/j.alcohol.2017.08.007?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Plant derivatives in the treatment of alcohol dependency,Pharmacology Biochemistry and Behavior,10.1016/S0091-3057(03)00124-2,2003-06-30,https://api.elsevier.com/content/article/doi/10.1016/S0091-3057(03)00124-2?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Photocatalytic synthesis of Schiff base compounds in the coupled system of aromatic alcohols and nitrobenzene using Cd<ce:inf loc=post>X</ce:inf>Zn<ce:inf loc=post>1−X</ce:inf>S photocatalysts,Journal of Catalysis,10.1016/j.jcat.2017.12.025,2018-03-31,https://api.elsevier.com/content/article/doi/10.1016/j.jcat.2017.12.025?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Asymmetric syntheses and bio-evaluation of novel chiral esters derived from substituted tetrafluorobenzyl alcohol,Bioorganic & Medicinal Chemistry Letters,10.1016/j.bmcl.2014.04.055,2014-06-15,https://api.elsevier.com/content/article/doi/10.1016/j.bmcl.2014.04.055?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Synthesis of Au–CeO<ce:inf loc=post>2</ce:inf>/SiO<ce:inf loc=post>2</ce:inf> catalyst via adsorbed-layer reactor technique combined with alcohol-thermal treatment,Applied Surface Science,10.1016/j.apsusc.2011.07.128,2011-10-01,https://api.elsevier.com/content/article/doi/10.1016/j.apsusc.2011.07.128?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Examination of fluorination effect on physical properties of saturated long-chain alcohols by DSC and Langmuir monolayer,Colloids and Surfaces B: Biointerfaces,10.1016/j.colsurfb.2012.08.031,2013-02-01,https://api.elsevier.com/content/article/doi/10.1016/j.colsurfb.2012.08.031?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Mechanical properties of 3-D printed polyvinyl alcohol matrix for detection of respiratory pathogens,Journal of the Mechanical Behavior of Biomedical Materials,10.1016/j.jmbbm.2020.104066,2020-12-31,https://api.elsevier.com/content/article/doi/10.1016/j.jmbbm.2020.104066?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Highly efficient (CoO<ce:inf loc=post>x</ce:inf>-N@C, PANI) nanopowder derived from pyrolysis of polyaniline grafted cobalt acetate for oxidative methyl esterification of benzyl alcohols",Molecular Catalysis,10.1016/j.molcata.2016.11.027,2017-02-28,https://api.elsevier.com/content/article/doi/10.1016/j.molcata.2016.11.027?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Ozone applied to the homogeneous charge compression ignition engine to control alcohol fuels combustion,Applied Energy,10.1016/j.apenergy.2015.08.004,2015-12-15,https://api.elsevier.com/content/article/doi/10.1016/j.apenergy.2015.08.004?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Catalytic properties of Au and Pd nanoparticles decorated on Cu<ce:inf loc=post>2</ce:inf>O microcubes for aerobic benzyl alcohol oxidation and Suzuki–Miyaura coupling reactions in water,Applied Catalysis A: General,10.1016/j.apcata.2014.02.020,2014-04-22,https://api.elsevier.com/content/article/doi/10.1016/j.apcata.2014.02.020?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Synthesis and structure of nickel and copper complexes containing the <ce:italic>N</ce:italic>-allyl-<ce:italic>o</ce:italic>-hydroxyacetophenoniminato ligand and the application of copper complex as catalyst for aerobic alcohol oxidations,Inorganica Chimica Acta,10.1016/j.ica.2016.04.051,2017-01-30,https://api.elsevier.com/content/article/doi/10.1016/j.ica.2016.04.051?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Silk fibroin/polycaprolactone-polyvinyl alcohol directional moisture transport composite film loaded with antibacterial drug-loading microspheres for wound dressing materials,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2022.02.105,2022-05-15,https://api.elsevier.com/content/article/doi/10.1016/j.ijbiomac.2022.02.105?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Aerobic oxidation of secondary pyridine-derivative alcohols in the presence of carbon-supported noble metal catalysts,Catalysis Today,10.1016/j.cattod.2012.01.012,2013-03-30,https://api.elsevier.com/content/article/doi/10.1016/j.cattod.2012.01.012?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Nicotinic Acetylcholine Receptors Containing the α4 Subunit Modulate Alcohol Reward,Biological Psychiatry,10.1016/j.biopsych.2012.09.019,2013-04-15,https://api.elsevier.com/content/article/doi/10.1016/j.biopsych.2012.09.019?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
An efficient synthesis of <ce:italic>tert</ce:italic>-butyl ethers/esters of alcohols/amino acids using methyl <ce:italic>tert</ce:italic>-butyl ether,Tetrahedron Letters,10.1016/j.tetlet.2011.11.108,2012-02-08,https://api.elsevier.com/content/article/doi/10.1016/j.tetlet.2011.11.108?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Substrate specificity of the γ-isoenzyme of recombinant pig liver esterase towards acetates of secondary alcohols,Journal of Molecular Catalysis B: Enzymatic,10.1016/S1381-1177(02)00159-5,2002-12-02,https://api.elsevier.com/content/article/doi/10.1016/S1381-1177(02)00159-5?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Enthalpies of dilution of formamide in aqueous alcohol solutions at 298.15<ce:hsp sp=0.25></ce:hsp>K,Thermochimica Acta,10.1016/j.tca.2007.10.006,2007-12-30,https://api.elsevier.com/content/article/doi/10.1016/j.tca.2007.10.006?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
A facile and efficient [bmim]N<ce:inf loc=post>3</ce:inf> catalyzed direct oxidative esterification of arylaldehydes with alcohols,Comptes Rendus Chimie,10.1016/j.crci.2012.08.004,2012-12-31,https://api.elsevier.com/content/article/doi/10.1016/j.crci.2012.08.004?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Effect of the PVA (polyvinyl alcohol) concentration on the optical properties of Eu-doped YAG phosphors,Optical Materials,10.1016/j.optmat.2016.09.011,2016-10-31,https://api.elsevier.com/content/article/doi/10.1016/j.optmat.2016.09.011?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Modulatory role of <ce:italic>Emblica officinalis</ce:italic> against alcohol induced biochemical and biophysical changes in rat erythrocyte membranes,Food and Chemical Toxicology,10.1016/j.fct.2009.05.014,2009-08-31,https://api.elsevier.com/content/article/doi/10.1016/j.fct.2009.05.014?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Polyoxygenated ketopinic-acid-derived γ-amino alcohols in the enantioselective diethylzinc addition to benzaldehyde,Tetrahedron: Asymmetry,10.1016/j.tetasy.2009.11.010,2009-12-11,https://api.elsevier.com/content/article/doi/10.1016/j.tetasy.2009.11.010?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Catalytic amination of benzyl alcohol using ruthenium cymene compounds containing bidentate N,O-donor ancillary ligands",Journal of Organometallic Chemistry,10.1016/j.jorganchem.2018.02.029,2018-04-15,https://api.elsevier.com/content/article/doi/10.1016/j.jorganchem.2018.02.029?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"An efficient access to (<ce:italic>Z</ce:italic>)-β-fluoroallyl alcohols based on the two carbon homologation of aromatic aldehydes by Horner–Wadsworth–Emmons reaction with 2-(diethoxyphosphinyl)-2-fluoro-ethanethioic acid, <ce:italic>S</ce:italic>-ethyl ester followed by reduction with sodium borohydride",Tetrahedron,10.1016/j.tet.2012.02.039,2012-04-15,https://api.elsevier.com/content/article/doi/10.1016/j.tet.2012.02.039?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
One-pot deposition of gold on hybrid TiO<ce:inf loc=post>2</ce:inf> nanoparticles and catalytic application in the selective oxidation of benzyl alcohol,Materials Chemistry and Physics,10.1016/j.matchemphys.2014.09.033,2015-01-15,https://api.elsevier.com/content/article/doi/10.1016/j.matchemphys.2014.09.033?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Deoxygenation of tertiary and secondary benzylic alcohols into alkanes with triethylsilane catalyzed by solid acid tin(IV) ion-exchanged montmorillonite,Tetrahedron Letters,10.1016/j.tetlet.2014.05.042,2014-07-23,https://api.elsevier.com/content/article/doi/10.1016/j.tetlet.2014.05.042?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hierarchical Bi<ce:inf loc=post>2</ce:inf>MoO<ce:inf loc=post>6</ce:inf> spheres in situ assembled by monolayer nanosheets toward photocatalytic selective oxidation of benzyl alcohol,Applied Catalysis B: Environmental,10.1016/j.apcatb.2018.10.027,2019-04-30,https://api.elsevier.com/content/article/doi/10.1016/j.apcatb.2018.10.027?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Evaluation of polyvinyl alcohol (PVA) loading in the PVA/titanium dioxide (TiO<ce:inf loc=post>2</ce:inf>) thin film coating on polyvinylidene fluoride (PVDF) membrane for the removal of textile dyes,Chemosphere,10.1016/j.chemosphere.2020.127144,2020-10-31,https://api.elsevier.com/content/article/doi/10.1016/j.chemosphere.2020.127144?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Highly selective oxidation of alcohols using MnO<ce:inf loc=post>2</ce:inf>/TiO<ce:inf loc=post>2</ce:inf>-ZrO<ce:inf loc=post>2</ce:inf> as a novel heterogeneous catalyst,Comptes Rendus Chimie,10.1016/j.crci.2012.03.001,2012-05-31,https://api.elsevier.com/content/article/doi/10.1016/j.crci.2012.03.001?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Effects of blending alcohols with poultry fat methyl esters on cold flow properties,Renewable Energy,10.1016/j.renene.2010.02.029,2010-10-31,https://api.elsevier.com/content/article/doi/10.1016/j.renene.2010.02.029?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Alteration of selective neurotransmitters in fetal brains of prenatally alcohol-treated C57BL/6 mice: quantitative analysis using liquid chromatography/tandem mass spectrometry,International Journal of Developmental Neuroscience,10.1016/j.ijdevneu.2010.01.004,2010-05-31,https://api.elsevier.com/content/article/doi/10.1016/j.ijdevneu.2010.01.004?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Optimality of poly-vinyl alcohol/starch/glycerol/citric acid in wound dressing applicable composite films,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2020.03.185,2020-07-15,https://api.elsevier.com/content/article/doi/10.1016/j.ijbiomac.2020.03.185?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Deep eutectic solvents (DES) as green reaction media for the redox isomerization of allylic alcohols into carbonyl compounds catalyzed by the ruthenium complex [Ru(<ce:italic>η</ce:italic><ce:sup loc=post>3</ce:sup>:<ce:italic>η</ce:italic><ce:sup loc=post>3</ce:sup>-C<ce:inf loc=post>10</ce:inf>H<ce:inf loc=post>16</ce:inf>)Cl<ce:inf loc=post>2</ce:inf>(benzimidazole)],Catalysis Communications,10.1016/j.catcom.2013.04.002,2014-01-10,https://api.elsevier.com/content/article/doi/10.1016/j.catcom.2013.04.002?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Enhanced catalytic activity of K-birnessite MnO<ce:inf loc=post>2</ce:inf> confined in carbon nanotubes for selective oxidation of benzyl alcohol,Catalysis Communications,10.1016/j.catcom.2013.12.031,2014-02-10,https://api.elsevier.com/content/article/doi/10.1016/j.catcom.2013.12.031?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
